Identifiant,Âge,Sexe,Niveau d'éducation,État matrimonial,Urbain/Rural,Catégorie socioprofessionnelle,Années d'expérience,Possession de biens,Région,Type de contrat,Langue maternelle,Revenu annuel (DH),Âge doublé,Revenu approximatif,Code aléatoire
38160,60,Homme,fondamental,marié,Urbain,Groupe 1,35,Logement,Marrakech-Safi,sans contrat,arab,62890.0,120,97000.0,Y456
29371,67,Homme,sans niveau,veuf,Urbain,Groupe 6,41,Aucun,Fès-Meknès,CDD,amazigh,14535.0,134,24000.0,W000
502,56,Femme,sans niveau,marié,Urbain,Groupe 3,14,Aucun,Souss-Massa,sans contrat,arab,20482.0,112,33000.0,X123
8905,35,Homme,sans niveau,célibataire,Urbain,Groupe 1,27,Aucun,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,50084.0,70,76000.0,X123
31962,39,Homme,fondamental,marié,Urbain,Groupe 2,12,Aucun,Béni Mellal-Khénifra,CDD,arab,29760.0,78,43000.0,W000
2894,41,Homme,fondamental,marié,Urbain,Groupe 5,6,Aucun,L’Oriental,CDD,amazigh,11348.0,82,18000.0,Y456
9271,54,Homme,supérieur,célibataire,Urbain,Groupe 2,23,Voiture,Fès-Meknès,sans contrat,arab,60612.0,108,94000.0,W000
12052,38,Femme,sans niveau,marié,Urbain,Groupe 2,21,Voiture,Drâa-Tafilalet,sans contrat,amazigh,38608.0,76,58000.0,X123
26440,38,Homme,sans niveau,veuf,Urbain,Groupe 1,35,Voiture,Casablanca-Settat,CDI,amazigh,63651.0,76,99000.0,Y456
36551,41,Homme,fondamental,marié,Urbain,Groupe 5,44,Voiture,Rabat-Salé-Kénitra,CDD,arab,22467.0,82,36000.0,Y456
28204,59,Homme,fondamental,marié,Urbain,Groupe 4,3,Terrain,Drâa-Tafilalet,sans contrat,arab,14500.0,118,24000.0,W000
33384,33,Femme,sans niveau,célibataire,Urbain,Groupe 5,40,Terrain,Laâyoune-Sakia El Hamra,sans contrat,arab,19064.0,66,31000.0,Z789
8275,41,Femme,fondamental,célibataire,Urbain,Groupe 5,6,Logement,Rabat-Salé-Kénitra,CDD,amazigh,11478.0,82,19000.0,X123
34506,41,Homme,secondaire,marié,Urbain,Groupe 1,23,Aucun,Rabat-Salé-Kénitra,CDI,amazigh,55468.0,82,85000.0,Z789
33749,64,Homme,secondaire,veuf,Urbain,Groupe 5,13,Logement,L’Oriental,CDI,arab,18280.0,128,30000.0,X123
14054,43,Femme,supérieur,divorcé,Urbain,Groupe 6,7,Voiture,Fès-Meknès,CDI,arab,13945.0,86,23000.0,Y456
33815,18,Femme,fondamental,célibataire,Urbain,Groupe 5,6,Logement,Casablanca-Settat,CDI,arab,10634.0,36,17000.0,Y456
19317,61,Femme,sans niveau,divorcé,Rural,Groupe 5,12,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab,8332.0,122,14000.0,W000
1333,50,Homme,sans niveau,marié,Urbain,Groupe 5,7,Terrain,Laâyoune-Sakia El Hamra,CDD,arab,14121.0,100,23000.0,Z789
4033,68,Femme,supérieur,marié,Rural,Groupe 6,36,Logement,Laâyoune-Sakia El Hamra,sans contrat,arab,11974.0,136,19000.0,X123
3244,33,Femme,sans niveau,célibataire,Urbain,Groupe 6,2,Aucun,Drâa-Tafilalet,sans contrat,arab,7120.0,66,12000.0,Z789
10701,53,Femme,sans niveau,marié,Urbain,Groupe 5,41,Terrain,Casablanca-Settat,CDI,arab,20918.0,106,34000.0,Z789
279,18,Femme,supérieur,marié,Urbain,Groupe 5,48,Voiture,Marrakech-Safi,sans contrat,arab,30945.0,36,45000.0,Y456
18046,27,Femme,sans niveau,célibataire,Urbain,Groupe 3,16,Terrain,Guelmim-Oued Noun,sans contrat,arab,19128.0,54,31000.0,W000
34049,28,Femme,sans niveau,marié,Urbain,Groupe 1,40,Terrain,Drâa-Tafilalet,sans contrat,arab,56771.0,56,87000.0,Z789
25995,50,Homme,sans niveau,célibataire,Urbain,Groupe 5,28,Terrain,L’Oriental,CDD,arab,18873.0,100,31000.0,Z789
4505,65,Homme,sans niveau,marié,Rural,Groupe 2,5,Aucun,Drâa-Tafilalet,sans contrat,arab,14068.0,130,23000.0,W000
10093,69,Homme,supérieur,célibataire,Urbain,Groupe 5,47,Terrain,L’Oriental,CDI,amazigh,31769.0,138,47000.0,X123
375,61,Homme,sans niveau,marié,Urbain,Groupe 2,25,Voiture,Béni Mellal-Khénifra,sans contrat,arab,44650.0,122,68000.0,W000
30459,59,Homme,fondamental,marié,Urbain,Groupe 3,49,Aucun,Drâa-Tafilalet,sans contrat,amazigh,34422.0,118,51000.0,X123
2088,20,Homme,sans niveau,marié,Urbain,Groupe 2,44,Terrain,Souss-Massa,CDD,arab,47361.0,40,72000.0,X123
37782,59,Homme,sans niveau,célibataire,Urbain,Groupe 4,9,Aucun,Casablanca-Settat,CDD,amazigh,16740.0,118,27000.0,W000
10902,26,Femme,sans niveau,célibataire,Urbain,Groupe 4,23,Voiture,L’Oriental,CDI,arab,18742.0,52,30000.0,Y456
38277,40,Homme,fondamental,célibataire,Urbain,Groupe 4,31,Aucun,L’Oriental,CDI,amazigh,19038.0,80,31000.0,Y456
26012,49,Femme,fondamental,célibataire,Urbain,Groupe 5,44,Aucun,Casablanca-Settat,CDI,arab,19181.0,98,31000.0,Y456
3419,25,Homme,supérieur,célibataire,Urbain,Groupe 2,29,Terrain,Rabat-Salé-Kénitra,CDD,arab,51603.0,50,79000.0,Z789
12250,36,Homme,fondamental,marié,Rural,Groupe 1,21,Voiture,Béni Mellal-Khénifra,sans contrat,amazigh,32013.0,72,49000.0,X123
3594,69,Homme,secondaire,marié,Rural,Groupe 5,13,Terrain,Casablanca-Settat,CDI,arab,9855.0,138,16000.0,Z789
37512,69,Homme,sans niveau,marié,Urbain,Groupe 5,46,Aucun,Rabat-Salé-Kénitra,CDD,arab,21426.0,138,35000.0,X123
38599,40,Femme,fondamental,marié,Urbain,Groupe 3,10,Logement,Béni Mellal-Khénifra,CDD,arab,17642.0,80,29000.0,Y456
15966,60,Femme,secondaire,marié,Rural,Groupe 5,5,Voiture,Fès-Meknès,CDI,arab,8888.0,120,14000.0,Z789
14873,31,Homme,secondaire,célibataire,Rural,Groupe 4,48,Aucun,Laâyoune-Sakia El Hamra,sans contrat,arab,18566.0,62,30000.0,W000
3932,30,Femme,sans niveau,marié,Rural,Groupe 4,5,Voiture,Fès-Meknès,sans contrat,arab,7244.0,60,12000.0,W000
16588,58,Femme,fondamental,divorcé,Rural,Groupe 4,25,Logement,Laâyoune-Sakia El Hamra,sans contrat,arab,12960.0,116,21000.0,W000
17996,27,Homme,secondaire,marié,Urbain,Groupe 1,49,Terrain,Souss-Massa,sans contrat,arab,71521.0,54,111000.0,Z789
8571,62,Homme,supérieur,marié,Urbain,Groupe 5,8,Terrain,Fès-Meknès,CDI,arab,19945.0,124,32000.0,X123
20482,41,Homme,sans niveau,célibataire,Urbain,Groupe 3,2,Logement,Guelmim-Oued Noun,CDD,arab,18235.0,82,30000.0,Y456
24826,64,Homme,sans niveau,marié,Rural,Groupe 4,12,Aucun,Guelmim-Oued Noun,CDI,amazigh,9226.0,128,15000.0,X123
16777,31,Femme,sans niveau,marié,Urbain,Groupe 5,24,Voiture,Fès-Meknès,sans contrat,amazigh,16737.0,62,27000.0,Z789
6937,39,Femme,fondamental,divorcé,Rural,Groupe 5,43,Aucun,Rabat-Salé-Kénitra,CDD,arab,13555.0,78,22000.0,Y456
35837,19,Femme,fondamental,marié,Urbain,Groupe 5,15,Voiture,Fès-Meknès,CDI,arab,13347.0,38,22000.0,Y456
31624,19,Femme,secondaire,marié,Urbain,Groupe 5,47,Logement,Marrakech-Safi,CDI,arab,23422.0,38,38000.0,Y456
38683,38,Femme,fondamental,marié,Urbain,Groupe 5,6,Terrain,Casablanca-Settat,CDI,arab,10736.0,76,17000.0,W000
23400,40,Homme,fondamental,célibataire,Rural,Groupe 4,39,Aucun,Souss-Massa,sans contrat,arab,15039.0,80,24000.0,Z789
19262,21,Homme,fondamental,marié,Urbain,Groupe 3,5,Aucun,Tanger-Tétouan-Al Hoceïma,CDI,arab,14698.0,42,24000.0,Z789
37576,47,Homme,fondamental,marié,Rural,Groupe 5,5,Logement,Rabat-Salé-Kénitra,sans contrat,arab,6698.0,94,11000.0,W000
10969,51,Homme,sans niveau,célibataire,Urbain,Groupe 5,12,Aucun,Laâyoune-Sakia El Hamra,CDD,arab,14611.0,102,24000.0,X123
3503,47,Femme,sans niveau,célibataire,Rural,Groupe 4,6,Logement,Dakhla-Oued Ed-Dahab,CDI,arab,7989.0,94,13000.0,W000
21559,66,Homme,fondamental,célibataire,Urbain,Groupe 5,39,Terrain,Rabat-Salé-Kénitra,sans contrat,arab,19705.0,132,32000.0,W000
2270,37,Femme,sans niveau,marié,Rural,Groupe 4,2,Voiture,Souss-Massa,sans contrat,arab,6734.0,74,11000.0,Y456
20486,26,Femme,fondamental,marié,Rural,Groupe 5,25,Aucun,Dakhla-Oued Ed-Dahab,sans contrat,arab,9378.0,52,15000.0,X123
14125,60,Femme,supérieur,célibataire,Rural,Groupe 1,2,Aucun,L’Oriental,CDI,arab,24987.0,120,41000.0,W000
3461,69,Homme,fondamental,marié,Rural,Groupe 6,33,Terrain,Dakhla-Oued Ed-Dahab,CDI,arab,9037.0,138,15000.0,Y456
4963,44,Homme,secondaire,marié,Urbain,Groupe 2,37,Terrain,Souss-Massa,CDD,amazigh,51797.0,88,79000.0,Y456
14453,57,Homme,sans niveau,marié,Urbain,Groupe 6,2,Aucun,Marrakech-Safi,CDD,arab,9263.0,114,15000.0,X123
397,35,Femme,sans niveau,marié,Urbain,Groupe 2,7,Voiture,Drâa-Tafilalet,sans contrat,arab,30601.0,70,45000.0,X123
9173,21,Homme,sans niveau,marié,Rural,Groupe 5,26,Terrain,Guelmim-Oued Noun,CDI,arab,11004.0,42,18000.0,Y456
23368,57,Homme,fondamental,marié,Urbain,Groupe 5,41,Terrain,Drâa-Tafilalet,sans contrat,arab,21124.0,114,34000.0,W000
2323,27,Homme,fondamental,veuf,Urbain,Groupe 6,47,Aucun,Marrakech-Safi,sans contrat,arab,13813.0,54,22000.0,Y456
35722,35,Homme,fondamental,célibataire,Urbain,Groupe 6,31,Aucun,Souss-Massa,CDD,arab,11625.0,70,19000.0,Y456
24201,34,Femme,sans niveau,marié,Urbain,Groupe 1,22,Voiture,Casablanca-Settat,CDI,arab,50167.0,68,77000.0,Z789
3194,62,Femme,supérieur,célibataire,Rural,Groupe 1,46,Logement,Guelmim-Oued Noun,CDD,arab,56670.0,124,89000.0,W000
19838,21,Femme,fondamental,veuf,Rural,Groupe 5,44,Voiture,Laâyoune-Sakia El Hamra,CDD,arab,15492.0,42,25000.0,X123
19211,49,Homme,sans niveau,célibataire,Urbain,Groupe 6,11,Voiture,Fès-Meknès,CDI,amazigh,11685.0,98,19000.0,X123
10478,24,Homme,fondamental,marié,Urbain,Groupe 6,20,Voiture,Tanger-Tétouan-Al Hoceïma,CDI,arab,11106.0,48,18000.0,Z789
31574,26,Homme,sans niveau,veuf,Urbain,Groupe 4,31,Logement,Rabat-Salé-Kénitra,CDD,arab,21264.0,52,35000.0,Z789
20504,61,Femme,fondamental,célibataire,Urbain,Groupe 1,43,Voiture,Rabat-Salé-Kénitra,CDD,arab,64398.0,122,100000.0,X123
11223,45,Femme,sans niveau,marié,Urbain,Groupe 6,8,Voiture,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,10014.0,90,16000.0,Z789
15752,20,Femme,secondaire,marié,Urbain,Groupe 2,45,Aucun,Fès-Meknès,CDD,arab,47704.0,40,73000.0,W000
28750,41,Femme,sans niveau,marié,Urbain,Groupe 4,42,Voiture,Fès-Meknès,sans contrat,arab,25244.0,82,41000.0,W000
16342,30,Femme,fondamental,célibataire,Rural,Groupe 1,36,Logement,Fès-Meknès,sans contrat,arab,38923.0,60,60000.0,X123
17920,32,Femme,secondaire,marié,Rural,Groupe 4,9,Voiture,Laâyoune-Sakia El Hamra,sans contrat,arab,9659.0,64,16000.0,X123
25673,50,Homme,secondaire,marié,Rural,Groupe 4,14,Aucun,Souss-Massa,CDD,arab,11252.0,100,18000.0,Z789
11238,47,Femme,secondaire,marié,Urbain,Groupe 5,21,Aucun,Fès-Meknès,CDD,arab,17272.0,94,28000.0,Z789
33935,49,Homme,secondaire,marié,Urbain,Groupe 2,40,Logement,Fès-Meknès,CDI,arab,56851.0,98,87000.0,Z789
32399,32,Homme,supérieur,marié,Urbain,Groupe 4,21,Terrain,Béni Mellal-Khénifra,CDI,amazigh,24160.0,64,39000.0,X123
21993,35,Homme,secondaire,célibataire,Urbain,Groupe 5,48,Terrain,Guelmim-Oued Noun,sans contrat,amazigh,24293.0,70,39000.0,X123
17432,23,Femme,sans niveau,marié,Urbain,Groupe 4,28,Voiture,Guelmim-Oued Noun,sans contrat,arab,20158.0,46,33000.0,Y456
31736,44,Homme,sans niveau,marié,Urbain,Groupe 6,28,Terrain,Dakhla-Oued Ed-Dahab,CDI,arab,13097.0,88,21000.0,X123
33961,61,Femme,fondamental,célibataire,Rural,Groupe 4,26,Voiture,Souss-Massa,CDD,arab,13264.0,122,22000.0,Z789
9762,46,Homme,fondamental,marié,Rural,Groupe 3,35,Voiture,L’Oriental,CDD,arab,20563.0,92,33000.0,X123
36822,59,Homme,sans niveau,marié,Rural,Groupe 6,38,Aucun,Casablanca-Settat,CDI,arab,10174.0,118,17000.0,Y456
8355,59,Femme,fondamental,marié,Rural,Groupe 6,46,Terrain,Tanger-Tétouan-Al Hoceïma,CDI,arab,11150.0,118,18000.0,Y456
21284,22,Homme,secondaire,célibataire,Urbain,Groupe 6,2,Aucun,Béni Mellal-Khénifra,CDI,arab,9080.0,44,15000.0,Y456
16616,61,Homme,secondaire,marié,Urbain,Groupe 5,36,Voiture,Fès-Meknès,CDD,arab,24810.0,122,40000.0,Y456
38865,43,Homme,fondamental,marié,Urbain,Groupe 5,10,Logement,Tanger-Tétouan-Al Hoceïma,sans contrat,amazigh,13600.0,86,22000.0,X123
34032,40,Femme,secondaire,marié,Rural,Groupe 5,49,Aucun,Casablanca-Settat,CDI,arab,16323.0,80,27000.0,X123
29334,27,Homme,sans niveau,célibataire,Urbain,Groupe 6,4,Logement,L’Oriental,CDD,arab,8719.0,54,14000.0,Y456
22353,52,Homme,secondaire,marié,Rural,Groupe 4,45,Terrain,Laâyoune-Sakia El Hamra,CDD,amazigh,19947.0,104,32000.0,Y456
12373,19,Homme,secondaire,marié,Urbain,Groupe 2,13,Voiture,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,40169.0,38,60000.0,X123
22111,46,Femme,sans niveau,veuf,Urbain,Groupe 1,14,Aucun,Drâa-Tafilalet,CDI,arab,41748.0,92,63000.0,Z789
30293,59,Femme,fondamental,marié,Urbain,Groupe 5,22,Logement,Dakhla-Oued Ed-Dahab,CDI,arab,16652.0,118,27000.0,Z789
18292,19,Homme,secondaire,marié,Rural,Groupe 1,15,Logement,Fès-Meknès,CDD,arab,30554.0,38,46000.0,Y456
7617,55,Homme,fondamental,marié,Urbain,Groupe 4,18,Terrain,Rabat-Salé-Kénitra,CDI,arab,18011.0,110,29000.0,W000
3050,56,Homme,sans niveau,célibataire,Rural,Groupe 1,28,Aucun,Laâyoune-Sakia El Hamra,CDI,arab,36194.0,112,56000.0,W000
36618,30,Homme,secondaire,célibataire,Rural,Groupe 4,30,Voiture,Marrakech-Safi,CDI,arab,16189.0,60,26000.0,W000
476,33,Homme,sans niveau,marié,Rural,Groupe 2,10,Aucun,Drâa-Tafilalet,CDI,arab,15331.0,66,25000.0,Z789
21177,45,Femme,secondaire,célibataire,Urbain,Groupe 3,33,Aucun,Drâa-Tafilalet,CDI,arab,31103.0,90,46000.0,X123
23023,49,Femme,fondamental,célibataire,Rural,Groupe 5,5,Terrain,Drâa-Tafilalet,CDD,arab,5985.0,98,10000.0,W000
35534,61,Homme,fondamental,célibataire,Rural,Groupe 6,4,Terrain,Laâyoune-Sakia El Hamra,sans contrat,amazigh,4350.0,122,7000.0,W000
34883,18,Homme,secondaire,marié,Urbain,Groupe 5,9,Voiture,Guelmim-Oued Noun,sans contrat,amazigh,16354.0,36,27000.0,Z789
929,57,Femme,sans niveau,marié,Urbain,Groupe 5,30,Terrain,Laâyoune-Sakia El Hamra,sans contrat,amazigh,18755.0,114,30000.0,W000
12485,27,Femme,fondamental,marié,Urbain,Groupe 5,17,Voiture,Dakhla-Oued Ed-Dahab,CDD,arab,13842.0,54,22000.0,Y456
32191,33,Femme,fondamental,marié,Rural,Groupe 1,1,Logement,Laâyoune-Sakia El Hamra,sans contrat,arab,13533.0,66,22000.0,Y456
37873,21,Femme,fondamental,divorcé,Urbain,Groupe 4,24,Voiture,Béni Mellal-Khénifra,sans contrat,arab,17802.0,42,29000.0,W000
19688,26,Femme,supérieur,célibataire,Urbain,Groupe 3,22,Voiture,Marrakech-Safi,CDD,arab,33717.0,52,50000.0,X123
7887,49,Homme,fondamental,divorcé,Rural,Groupe 1,36,Logement,Béni Mellal-Khénifra,CDI,arab,42362.0,98,66000.0,W000
19733,30,Homme,sans niveau,veuf,Urbain,Groupe 4,30,Aucun,Laâyoune-Sakia El Hamra,CDD,amazigh,19085.0,60,31000.0,Z789
9560,29,Femme,sans niveau,célibataire,Urbain,Groupe 1,16,Logement,Laâyoune-Sakia El Hamra,CDD,arab,43078.0,58,65000.0,X123
30871,54,Femme,fondamental,marié,Rural,Groupe 1,9,Logement,Souss-Massa,CDD,arab,21146.0,108,34000.0,Z789
34340,60,Femme,secondaire,marié,Urbain,Groupe 6,14,Aucun,Fès-Meknès,CDD,arab,12123.0,120,20000.0,Y456
16852,64,Femme,sans niveau,marié,Rural,Groupe 6,20,Aucun,Fès-Meknès,sans contrat,arab,6641.0,128,11000.0,Z789
5781,62,Homme,fondamental,marié,Urbain,Groupe 1,26,Aucun,Laâyoune-Sakia El Hamra,sans contrat,arab,48615.0,124,74000.0,Z789
36431,19,Femme,sans niveau,marié,Rural,Groupe 6,47,Terrain,Drâa-Tafilalet,CDD,arab,10921.0,38,18000.0,Y456
24181,51,Femme,secondaire,marié,Urbain,Groupe 5,40,Terrain,Drâa-Tafilalet,CDD,amazigh,22825.0,102,37000.0,Z789
458,60,Femme,fondamental,marié,Urbain,Groupe 6,14,Voiture,Laâyoune-Sakia El Hamra,sans contrat,arab,11076.0,120,18000.0,W000
18860,25,Homme,fondamental,marié,Rural,Groupe 1,43,Logement,Marrakech-Safi,CDD,arab,44917.0,50,70000.0,Z789
5234,60,Homme,sans niveau,célibataire,Urbain,Groupe 2,35,Terrain,Laâyoune-Sakia El Hamra,CDD,amazigh,48755.0,120,74000.0,X123
5287,26,Homme,secondaire,célibataire,Rural,Groupe 5,41,Logement,Souss-Massa,sans contrat,arab,16157.0,52,26000.0,Z789
21896,61,Femme,secondaire,marié,Urbain,Groupe 1,32,Terrain,Béni Mellal-Khénifra,sans contrat,arab,61369.0,122,95000.0,W000
21462,63,Femme,sans niveau,marié,Urbain,Groupe 1,22,Logement,L’Oriental,CDD,arab,50797.0,126,78000.0,Z789
13300,39,Femme,sans niveau,marié,Urbain,Groupe 3,31,Aucun,Rabat-Salé-Kénitra,CDD,arab,23831.0,78,39000.0,Y456
19355,43,Femme,sans niveau,marié,Urbain,Groupe 2,32,Terrain,Tanger-Tétouan-Al Hoceïma,CDD,arab,41717.0,86,63000.0,X123
28432,22,Femme,fondamental,marié,Urbain,Groupe 5,19,Logement,Casablanca-Settat,sans contrat,arab,13715.0,44,22000.0,X123
31176,44,Femme,supérieur,marié,Urbain,Groupe 5,7,Aucun,Fès-Meknès,sans contrat,arab,17093.0,88,28000.0,Y456
1220,55,Femme,sans niveau,marié,Urbain,Groupe 4,44,Terrain,L’Oriental,CDI,arab,24869.0,110,40000.0,W000
28988,28,Homme,sans niveau,veuf,Rural,Groupe 2,24,Aucun,Tanger-Tétouan-Al Hoceïma,CDI,amazigh,21534.0,56,35000.0,X123
17721,59,Homme,sans niveau,célibataire,Rural,Groupe 5,2,Voiture,Fès-Meknès,sans contrat,arab,7460.0,118,12000.0,W000
23259,32,Homme,secondaire,célibataire,Urbain,Groupe 5,17,Terrain,Rabat-Salé-Kénitra,sans contrat,amazigh,16957.0,64,28000.0,W000
23995,27,Femme,fondamental,marié,Urbain,Groupe 2,31,Voiture,Drâa-Tafilalet,CDD,arab,40097.0,54,60000.0,Z789
31976,54,Homme,fondamental,divorcé,Rural,Groupe 5,39,Terrain,Laâyoune-Sakia El Hamra,CDD,amazigh,14355.0,108,23000.0,X123
28602,20,Femme,supérieur,marié,Urbain,Groupe 5,3,Terrain,Rabat-Salé-Kénitra,CDI,arab,15333.0,40,25000.0,X123
36055,44,Femme,sans niveau,marié,Rural,Groupe 2,34,Aucun,Dakhla-Oued Ed-Dahab,CDI,amazigh,26310.0,88,43000.0,W000
28318,36,Femme,fondamental,veuf,Rural,Groupe 1,12,Terrain,Souss-Massa,sans contrat,arab,20328.0,72,33000.0,Z789
30230,63,Homme,secondaire,marié,Rural,Groupe 5,3,Terrain,Souss-Massa,sans contrat,arab,7593.0,126,12000.0,W000
23951,69,Homme,fondamental,marié,Rural,Groupe 5,26,Terrain,Dakhla-Oued Ed-Dahab,CDI,arab,11068.0,138,18000.0,Y456
2291,46,Femme,sans niveau,veuf,Urbain,Groupe 5,39,Aucun,Drâa-Tafilalet,sans contrat,arab,18949.0,92,31000.0,W000
33082,25,Femme,secondaire,célibataire,Rural,Groupe 5,24,Voiture,Fès-Meknès,CDD,arab,12066.0,50,20000.0,W000
31596,58,Femme,sans niveau,divorcé,Urbain,Groupe 1,36,Logement,Laâyoune-Sakia El Hamra,sans contrat,arab,63445.0,116,98000.0,Z789
33050,51,Homme,sans niveau,marié,Rural,Groupe 6,5,Voiture,Laâyoune-Sakia El Hamra,CDI,arab,5593.0,102,9000.0,X123
34409,61,Homme,fondamental,marié,Rural,Groupe 1,19,Logement,Béni Mellal-Khénifra,sans contrat,amazigh,30389.0,122,46000.0,W000
16422,41,Femme,sans niveau,marié,Urbain,Groupe 6,24,Logement,Fès-Meknès,sans contrat,arab,12044.0,82,20000.0,Z789
4816,52,Femme,sans niveau,marié,Urbain,Groupe 5,35,Logement,Casablanca-Settat,CDD,arab,20407.0,104,33000.0,Z789
29113,52,Homme,secondaire,célibataire,Urbain,Groupe 2,33,Terrain,Casablanca-Settat,sans contrat,arab,51700.0,104,79000.0,X123
12478,36,Femme,sans niveau,célibataire,Urbain,Groupe 5,26,Aucun,Béni Mellal-Khénifra,sans contrat,amazigh,15372.0,72,25000.0,Z789
5,60,Femme,sans niveau,marié,Rural,Groupe 4,14,Aucun,Rabat-Salé-Kénitra,sans contrat,arab,9782.0,120,16000.0,W000
23924,27,Femme,secondaire,marié,Urbain,Groupe 5,2,Aucun,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,11596.0,54,19000.0,Y456
8962,28,Femme,sans niveau,marié,Rural,Groupe 5,8,Voiture,Marrakech-Safi,CDI,arab,7082.0,56,12000.0,X123
16842,28,Femme,fondamental,célibataire,Rural,Groupe 5,48,Logement,Dakhla-Oued Ed-Dahab,sans contrat,arab,15767.0,56,26000.0,X123
1669,21,Homme,sans niveau,marié,Urbain,Groupe 6,41,Logement,Casablanca-Settat,sans contrat,amazigh,14983.0,42,24000.0,Z789
21795,59,Homme,secondaire,marié,Rural,Groupe 6,25,Aucun,Tanger-Tétouan-Al Hoceïma,CDD,arab,9039.0,118,15000.0,W000
35381,48,Femme,sans niveau,marié,Rural,Groupe 4,34,Logement,Drâa-Tafilalet,CDI,arab,15621.0,96,25000.0,X123
36474,66,Femme,fondamental,célibataire,Urbain,Groupe 5,34,Logement,Guelmim-Oued Noun,CDI,arab,18422.0,132,30000.0,Y456
26825,30,Homme,secondaire,marié,Urbain,Groupe 2,42,Voiture,Rabat-Salé-Kénitra,CDD,arab,55568.0,60,85000.0,Y456
6888,55,Femme,sans niveau,marié,Rural,Groupe 4,28,Logement,Casablanca-Settat,sans contrat,arab,14321.0,110,23000.0,W000
30945,59,Homme,sans niveau,marié,Rural,Groupe 2,9,Voiture,Souss-Massa,sans contrat,arab,19704.0,118,32000.0,W000
30377,24,Homme,supérieur,marié,Rural,Groupe 4,12,Voiture,Casablanca-Settat,CDI,arab,13014.0,48,21000.0,Y456
39613,44,Homme,sans niveau,marié,Urbain,Groupe 5,34,Logement,L’Oriental,CDD,arab,20631.0,88,34000.0,X123
4202,66,Femme,secondaire,marié,Rural,Groupe 4,26,Voiture,Souss-Massa,sans contrat,amazigh,15231.0,132,25000.0,X123
5962,55,Homme,sans niveau,marié,Urbain,Groupe 2,1,Logement,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,32659.0,110,48000.0,Z789
31513,62,Femme,fondamental,marié,Rural,Groupe 5,11,Voiture,Drâa-Tafilalet,sans contrat,amazigh,7889.0,124,13000.0,Z789
8050,47,Homme,sans niveau,marié,Urbain,Groupe 5,0,Aucun,Dakhla-Oued Ed-Dahab,sans contrat,arab,11684.0,94,19000.0,Z789
2646,68,Homme,sans niveau,marié,Urbain,Groupe 1,28,Voiture,Laâyoune-Sakia El Hamra,CDD,amazigh,60657.0,136,94000.0,Z789
33808,23,Homme,supérieur,divorcé,Urbain,Groupe 1,18,Terrain,Drâa-Tafilalet,sans contrat,arab,60693.0,46,94000.0,W000
30245,28,Homme,fondamental,célibataire,Urbain,Groupe 2,48,Logement,Dakhla-Oued Ed-Dahab,sans contrat,arab,49092.0,56,75000.0,Z789
1001,52,Homme,fondamental,marié,Urbain,Groupe 6,40,Voiture,Laâyoune-Sakia El Hamra,sans contrat,amazigh,16033.0,104,26000.0,Y456
8022,40,Femme,fondamental,célibataire,Rural,Groupe 4,0,Logement,Dakhla-Oued Ed-Dahab,CDD,arab,5435.0,80,9000.0,X123
14757,27,Homme,fondamental,célibataire,Rural,Groupe 5,33,Logement,L’Oriental,CDD,amazigh,12650.0,54,21000.0,Z789
28617,35,Homme,sans niveau,marié,Urbain,Groupe 1,0,Logement,Marrakech-Safi,CDD,arab,36507.0,70,54000.0,X123
773,53,Femme,fondamental,divorcé,Urbain,Groupe 3,25,Logement,Guelmim-Oued Noun,CDI,amazigh,24147.0,106,39000.0,Z789
28586,52,Homme,supérieur,marié,Urbain,Groupe 4,35,Voiture,Souss-Massa,sans contrat,arab,36788.0,104,55000.0,Y456
14918,42,Femme,fondamental,marié,Urbain,Groupe 3,3,Aucun,Tanger-Tétouan-Al Hoceïma,CDD,arab,14082.0,84,23000.0,W000
20491,25,Homme,sans niveau,marié,Urbain,Groupe 4,28,Terrain,Rabat-Salé-Kénitra,CDI,arab,19522.0,50,32000.0,Z789
33989,66,Femme,sans niveau,veuf,Rural,Groupe 2,44,Logement,Laâyoune-Sakia El Hamra,CDI,arab,36107.0,132,55000.0,X123
12215,37,Femme,sans niveau,célibataire,Urbain,Groupe 4,31,Aucun,Marrakech-Safi,sans contrat,arab,18888.0,74,31000.0,W000
18671,51,Homme,fondamental,célibataire,Rural,Groupe 5,4,Logement,Dakhla-Oued Ed-Dahab,CDI,arab,6622.0,102,11000.0,W000
7970,42,Homme,supérieur,marié,Urbain,Groupe 5,14,Voiture,Marrakech-Safi,sans contrat,arab,22890.0,84,37000.0,Y456
27549,45,Femme,secondaire,célibataire,Urbain,Groupe 5,43,Logement,Fès-Meknès,CDI,arab,24009.0,90,39000.0,Y456
32423,21,Femme,supérieur,marié,Rural,Groupe 6,23,Terrain,Béni Mellal-Khénifra,CDI,arab,8705.0,42,14000.0,W000
278,57,Homme,supérieur,marié,Urbain,Groupe 3,24,Terrain,Drâa-Tafilalet,CDI,arab,38967.0,114,58000.0,W000
