Âge,Années d'expérience,Revenu annuel (DH),Sexe,Niveau d'éducation,Urbain/Rural,Catégorie socioprofessionnelle,Langue maternelle,État matrimonial_divorcé,État matrimonial_marié,État matrimonial_veuf,Possession de biens_Logement,Possession de biens_Terrain,Possession de biens_Voiture,Région_Casablanca-Settat,Région_Dakhla-Oued Ed-Dahab,Région_Drâa-Tafilalet,Région_Fès-Meknès,Région_Guelmim-Oued Noun,Région_Laâyoune-Sakia El Hamra,Région_L’Oriental,Région_Marrakech-Safi,Région_Rabat-Salé-Kénitra,Région_Souss-Massa,Région_Tanger-Tétouan-Al Hoceïma,Type de contrat_CDI,Type de contrat_sans contrat
47.0,2.0,3740.0,0,1,0,5,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
25.0,17.0,14820.0,0,0,1,3,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
41.0,41.0,63330.0,1,3,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
44.0,27.0,10835.0,0,1,1,5,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
25.0,26.0,14907.0,0,0,1,4,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
58.0,14.0,18896.0,1,1,1,3,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
46.0,30.0,8617.0,0,0,0,5,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
55.0,29.0,15320.0,1,2,0,4,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
68.0,13.0,9873.0,1,1,1,5,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
61.0,48.0,35469.0,0,1,1,2,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
63.0,39.0,18715.0,0,1,1,4,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
67.0,9.0,7925.0,0,2,0,4,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
37.0,11.0,7909.0,1,0,0,4,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
67.0,35.0,12633.0,0,1,0,4,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
68.0,32.0,20709.0,1,1,1,3,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
68.0,43.0,10181.0,0,0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
50.0,23.0,15194.0,0,0,0,2,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
60.0,34.0,15375.0,0,2,0,4,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22.0,13.0,14991.0,1,0,1,4,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
65.0,29.0,11865.0,1,1,1,5,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
36.0,32.0,13964.0,0,2,1,5,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
57.0,26.0,12665.0,1,1,1,5,1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
18.0,39.0,20685.0,1,2,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
29.0,47.0,45686.0,0,0,0,0,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
47.0,41.0,21403.0,0,0,1,4,1,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
19.0,41.0,50454.0,1,3,0,0,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
50.0,10.0,32545.0,1,3,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
24.0,44.0,22564.0,1,0,0,2,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
46.0,47.0,42506.0,1,2,1,2,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
31.0,43.0,15926.0,1,2,0,4,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
56.0,43.0,36430.0,1,1,0,1,1,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
62.0,29.0,23731.0,1,1,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
63.0,9.0,8950.0,1,2,0,4,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
32.0,44.0,20693.0,0,1,1,4,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
57.0,47.0,15767.0,0,1,0,4,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
58.0,34.0,14773.0,0,0,1,5,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
57.0,20.0,11202.0,0,0,0,4,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
52.0,12.0,8882.0,0,2,0,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
47.0,41.0,18394.0,0,1,1,4,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
43.0,43.0,32367.0,0,0,1,2,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
66.0,46.0,29102.0,1,2,1,4,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
32.0,4.0,12824.0,0,2,1,4,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
61.0,28.0,23062.0,1,0,1,3,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
64.0,12.0,22654.0,0,3,0,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
26.0,26.0,14989.0,1,1,0,2,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
35.0,38.0,42251.0,0,0,0,0,1,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
56.0,43.0,15739.0,0,2,0,4,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
65.0,34.0,18574.0,1,1,1,4,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
45.0,41.0,15166.0,0,0,1,5,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
69.0,5.0,6362.0,0,1,0,3,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
42.0,31.0,22754.0,0,2,1,3,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
60.0,16.0,17206.0,1,1,1,4,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
47.0,41.0,16616.0,1,1,0,3,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
66.0,36.0,19633.0,0,2,0,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
27.0,16.0,14558.0,1,1,1,4,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
57.0,20.0,8508.0,0,2,0,5,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
66.0,2.0,21202.0,0,3,1,3,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
21.0,34.0,46587.0,0,2,1,1,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
56.0,11.0,30664.0,1,3,1,3,1,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
67.0,41.0,23037.0,1,1,1,3,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
46.0,28.0,13301.0,1,2,0,4,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
51.0,15.0,49718.0,0,2,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
52.0,33.0,62540.0,0,0,1,0,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
32.0,45.0,23963.0,1,1,1,3,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
58.0,45.0,23831.0,0,0,0,2,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
36.0,36.0,76639.0,0,3,1,0,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
22.0,28.0,34937.0,0,1,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
46.0,26.0,49016.0,1,2,1,1,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
38.0,14.0,10090.0,1,1,1,5,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
64.0,43.0,19650.0,0,1,0,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
69.0,0.0,6914.0,1,2,0,4,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
58.0,46.0,16804.0,0,0,1,5,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
63.0,42.0,61239.0,1,1,1,0,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
34.0,31.0,14005.0,0,2,0,4,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
23.0,31.0,35210.0,1,1,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
23.0,29.0,26032.0,0,2,0,1,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
26.0,14.0,13776.0,1,3,1,5,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
44.0,7.0,10113.0,1,2,0,3,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
59.0,18.0,21998.0,1,2,1,4,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
24.0,43.0,31319.0,1,2,1,3,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
66.0,16.0,37033.0,1,1,1,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
59.0,34.0,63543.0,0,2,1,0,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
69.0,14.0,20957.0,1,0,0,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
65.0,2.0,6232.0,0,0,0,4,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
23.0,4.0,15021.0,1,2,1,3,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
32.0,4.0,10313.0,0,1,1,4,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
46.0,6.0,11409.0,1,2,1,5,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
23.0,5.0,9597.0,0,2,0,2,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
22.0,34.0,17482.0,0,3,1,5,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
31.0,40.0,12858.0,0,0,1,5,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
18.0,42.0,19173.0,1,3,1,5,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
43.0,42.0,9940.0,1,1,0,5,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
62.0,37.0,70468.0,0,2,1,0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
58.0,6.0,8405.0,1,0,0,4,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
68.0,27.0,23115.0,1,1,1,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
20.0,46.0,15808.0,0,2,1,5,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
50.0,2.0,12610.0,0,0,0,1,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
56.0,12.0,22881.0,1,2,0,1,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
55.0,4.0,10616.0,1,0,0,2,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
64.0,36.0,19119.0,0,0,0,2,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
22.0,34.0,15156.0,1,2,0,4,1,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
50.0,40.0,28974.0,0,2,1,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
61.0,22.0,46452.0,0,0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
31.0,31.0,26096.0,1,0,0,1,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
20.0,31.0,24731.0,0,1,1,2,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
46.0,45.0,20670.0,0,2,0,3,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
41.0,9.0,19094.0,0,2,0,1,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
69.0,21.0,19705.0,0,0,1,3,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
67.0,22.0,15968.0,0,0,1,4,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
36.0,33.0,9524.0,0,2,0,5,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57.0,18.0,11172.0,0,0,0,3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
55.0,3.0,11579.0,1,2,0,2,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
29.0,43.0,14143.0,1,0,0,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35.0,20.0,45005.0,0,0,1,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
48.0,6.0,15675.0,1,0,1,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
47.0,13.0,21878.0,1,1,1,2,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
40.0,36.0,10278.0,1,1,0,5,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
28.0,24.0,16947.0,1,0,1,4,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
29.0,43.0,46450.0,1,0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
64.0,18.0,15780.0,0,0,1,4,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
42.0,31.0,15737.0,0,3,1,5,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
60.0,13.0,6752.0,0,2,0,5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
39.0,35.0,40594.0,0,0,1,1,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30.0,7.0,13371.0,0,0,0,1,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
19.0,31.0,8952.0,1,2,0,5,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
22.0,5.0,11342.0,0,1,1,3,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
45.0,44.0,22453.0,1,0,0,2,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
65.0,19.0,9684.0,1,3,0,5,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
59.0,14.0,23936.0,0,0,1,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
49.0,49.0,21228.0,1,1,1,4,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
63.0,17.0,6797.0,0,0,0,5,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
22.0,28.0,39604.0,1,0,1,1,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
46.0,14.0,10962.0,1,0,1,5,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
43.0,47.0,63999.0,0,1,1,0,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
57.0,34.0,12798.0,1,3,0,5,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
32.0,34.0,20265.0,1,0,1,3,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
32.0,9.0,10443.0,0,2,1,5,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
18.0,23.0,17733.0,0,2,1,4,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33.0,34.0,9684.0,1,0,0,5,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
61.0,3.0,19617.0,0,3,1,3,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
22.0,28.0,13159.0,0,0,0,3,1,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
60.0,23.0,13264.0,1,0,0,3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
51.0,5.0,31079.0,1,0,1,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
58.0,49.0,18577.0,0,1,0,3,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
55.0,33.0,45280.0,0,3,0,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
54.0,19.0,24885.0,1,1,1,2,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
50.0,5.0,11389.0,0,1,1,4,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
31.0,13.0,14364.0,1,3,1,5,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
44.0,35.0,18171.0,0,3,1,5,1,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
23.0,39.0,14645.0,1,0,1,5,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
41.0,25.0,44510.0,0,1,1,0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
28.0,8.0,7877.0,0,0,1,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
45.0,31.0,29781.0,1,1,1,2,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
25.0,17.0,37168.0,1,2,1,1,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
64.0,25.0,13023.0,0,0,1,5,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
68.0,46.0,55800.0,1,0,1,1,1,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
32.0,30.0,11423.0,1,0,0,4,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
21.0,29.0,20205.0,0,3,1,4,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
62.0,27.0,10757.0,1,1,0,4,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
46.0,37.0,13227.0,0,0,1,5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
53.0,15.0,10498.0,0,1,0,3,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
27.0,43.0,9469.0,0,1,0,5,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
24.0,46.0,31685.0,1,1,1,2,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
28.0,42.0,17509.0,1,0,0,3,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
55.0,11.0,9042.0,0,1,0,3,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
59.0,28.0,20965.0,1,1,1,3,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
37.0,43.0,18345.0,0,0,0,3,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
32.0,7.0,9360.0,1,0,1,5,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
55.0,3.0,12484.0,0,0,1,4,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
65.0,18.0,21139.0,0,2,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
58.0,32.0,14638.0,1,0,1,5,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
31.0,30.0,29033.0,0,0,1,2,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
45.0,20.0,29991.0,1,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
61.0,43.0,17149.0,0,2,1,5,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
18.0,7.0,11353.0,0,0,1,4,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
36.0,26.0,11749.0,0,2,0,4,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
62.0,48.0,20084.0,1,1,0,3,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
62.0,32.0,21444.0,0,1,1,3,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
22.0,49.0,88136.0,1,3,1,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
25.0,10.0,27061.0,1,3,0,0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
41.0,34.0,13527.0,0,1,1,5,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
55.0,13.0,21225.0,0,1,1,2,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
21.0,45.0,16957.0,0,0,0,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
69.0,21.0,10634.0,1,1,1,5,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
67.0,30.0,47845.0,0,2,1,1,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
59.0,40.0,24206.0,0,0,1,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57.0,30.0,82424.0,1,3,1,0,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
37.0,37.0,77729.0,0,3,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
53.0,20.0,22340.0,0,1,0,1,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
64.0,40.0,34580.0,1,2,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
44.0,46.0,17036.0,1,1,0,4,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
36.0,7.0,29261.0,1,0,1,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
21.0,29.0,31823.0,1,2,0,1,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
41.0,16.0,9650.0,1,0,0,4,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
67.0,35.0,29851.0,1,2,1,3,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
31.0,11.0,7034.0,0,1,0,4,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
57.0,49.0,12663.0,1,2,0,5,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
49.0,21.0,11477.0,0,0,1,5,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
40.0,37.0,18453.0,1,3,1,5,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
29.0,41.0,30242.0,1,0,1,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
43.0,48.0,61076.0,0,3,1,1,1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
37.0,33.0,8398.0,1,1,0,5,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
40.0,40.0,38608.0,0,3,1,2,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
62.0,45.0,36126.0,0,0,1,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
24.0,43.0,14338.0,1,1,0,4,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
44.0,44.0,11855.0,0,0,0,5,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
50.0,12.0,17735.0,1,0,0,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
19.0,5.0,11312.0,1,0,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
45.0,1.0,12090.0,1,1,1,3,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55.0,41.0,15144.0,1,0,1,5,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
37.0,20.0,21087.0,1,1,1,2,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
61.0,49.0,18991.0,0,2,1,5,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
62.0,44.0,24946.0,1,1,1,3,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
43.0,13.0,6524.0,0,2,0,5,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
23.0,13.0,14898.0,1,0,1,3,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
28.0,46.0,50355.0,0,0,1,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
40.0,41.0,20930.0,0,2,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
49.0,38.0,24355.0,0,3,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
31.0,6.0,7998.0,0,1,1,5,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
34.0,20.0,12143.0,1,2,1,5,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
41.0,40.0,39187.0,1,2,1,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
65.0,21.0,9464.0,1,1,0,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
60.0,23.0,25736.0,1,1,0,1,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
68.0,33.0,22965.0,1,1,1,3,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
