Identifiant,Âge,Sexe,Niveau d'éducation,État matrimonial,Urbain/Rural,Catégorie socioprofessionnelle,Années d'expérience,Possession de biens,Région,Type de contrat,Langue maternelle,Revenu annuel (DH),Âge doublé,Revenu approximatif,Code aléatoire
29786,44,Femme,secondaire,célibataire,Rural,Groupe 2,34,Aucun,Laâyoune-Sakia El Hamra,sans contrat,amazigh,30432.0,88,46000.0,Z789
7130,56,Homme,fondamental,marié,Urbain,Groupe 1,8,Logement,L’Oriental,CDI,arab,43641.0,112,66000.0,Z789
36828,44,Homme,sans niveau,marié,Urbain,Groupe 2,24,Aucun,Fès-Meknès,sans contrat,arab,38572.0,88,58000.0,Z789
29865,69,Femme,sans niveau,célibataire,Rural,Groupe 5,21,Aucun,Béni Mellal-Khénifra,CDI,arab,9514.0,138,15000.0,Y456
27402,64,Homme,secondaire,marié,Urbain,Groupe 5,42,Terrain,Marrakech-Safi,CDI,amazigh,24010.0,128,39000.0,Y456
3267,49,Femme,supérieur,divorcé,Rural,Groupe 4,13,Logement,Guelmim-Oued Noun,CDD,arab,13207.0,98,21000.0,X123
37659,34,Femme,sans niveau,marié,Urbain,Groupe 6,2,Logement,L’Oriental,CDD,arab,7893.0,68,13000.0,Y456
35498,33,Homme,fondamental,marié,Rural,Groupe 4,27,Voiture,Rabat-Salé-Kénitra,CDI,arab,13560.0,66,22000.0,Y456
11769,65,Homme,secondaire,célibataire,Rural,Groupe 3,4,Aucun,L’Oriental,CDI,amazigh,10638.0,130,17000.0,Z789
39972,34,Homme,fondamental,marié,Urbain,Groupe 4,29,Aucun,L’Oriental,CDI,amazigh,18020.0,68,29000.0,Y456
3596,31,Femme,sans niveau,marié,Urbain,Groupe 3,13,Logement,Laâyoune-Sakia El Hamra,CDD,arab,19145.0,62,31000.0,W000
2695,69,Femme,sans niveau,marié,Urbain,Groupe 2,38,Aucun,L’Oriental,CDI,arab,42976.0,138,65000.0,Z789
21192,47,Femme,secondaire,célibataire,Urbain,Groupe 6,44,Logement,Marrakech-Safi,CDD,arab,17465.0,94,28000.0,Y456
11403,22,Femme,secondaire,marié,Rural,Groupe 5,43,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab,16045.0,44,26000.0,W000
12239,24,Homme,fondamental,marié,Rural,Groupe 1,23,Aucun,Marrakech-Safi,CDD,amazigh,26703.0,48,43000.0,Z789
14721,29,Homme,sans niveau,célibataire,Rural,Groupe 5,40,Terrain,Fès-Meknès,CDD,arab,14172.0,58,23000.0,Y456
10330,63,Homme,supérieur,célibataire,Urbain,Groupe 1,42,Voiture,Fès-Meknès,CDI,arab,89485.0,126,140000.0,Z789
14959,64,Homme,secondaire,marié,Urbain,Groupe 1,24,Aucun,Rabat-Salé-Kénitra,CDI,arab,57253.0,128,88000.0,W000
2906,40,Homme,sans niveau,célibataire,Rural,Groupe 3,25,Terrain,Rabat-Salé-Kénitra,sans contrat,arab,16006.0,80,26000.0,Y456
23299,64,Homme,secondaire,marié,Rural,Groupe 2,39,Logement,Drâa-Tafilalet,CDI,arab,37331.0,128,57000.0,X123
11503,54,Homme,secondaire,marié,Urbain,Groupe 5,33,Logement,Casablanca-Settat,CDI,amazigh,24034.0,108,39000.0,W000
14723,64,Homme,sans niveau,marié,Urbain,Groupe 1,33,Terrain,Dakhla-Oued Ed-Dahab,CDD,arab,58875.0,128,91000.0,X123
22697,55,Homme,secondaire,marié,Rural,Groupe 3,8,Aucun,Drâa-Tafilalet,CDI,amazigh,12566.0,110,20000.0,X123
26597,61,Homme,secondaire,célibataire,Urbain,Groupe 2,2,Aucun,Béni Mellal-Khénifra,sans contrat,arab,33531.0,122,50000.0,Z789
22793,50,Femme,fondamental,marié,Rural,Groupe 6,11,Voiture,Souss-Massa,CDI,arab,5771.0,100,9000.0,Z789
938,67,Homme,sans niveau,marié,Urbain,Groupe 2,26,Voiture,Souss-Massa,sans contrat,arab,45180.0,134,69000.0,W000
35645,34,Femme,secondaire,célibataire,Rural,Groupe 4,10,Aucun,Guelmim-Oued Noun,CDD,amazigh,8747.0,68,14000.0,Y456
22869,19,Femme,fondamental,célibataire,Urbain,Groupe 4,5,Aucun,Drâa-Tafilalet,CDI,arab,10802.0,38,18000.0,X123
25307,61,Homme,secondaire,célibataire,Urbain,Groupe 6,1,Logement,Rabat-Salé-Kénitra,CDD,amazigh,11025.0,122,18000.0,Y456
24296,55,Femme,secondaire,célibataire,Urbain,Groupe 6,34,Terrain,Rabat-Salé-Kénitra,CDI,arab,15613.0,110,25000.0,X123
29181,24,Homme,secondaire,célibataire,Urbain,Groupe 2,33,Aucun,L’Oriental,sans contrat,arab,44555.0,48,67000.0,W000
12089,48,Femme,sans niveau,marié,Urbain,Groupe 2,3,Terrain,Dakhla-Oued Ed-Dahab,sans contrat,arab,25530.0,96,41000.0,Y456
35226,30,Femme,fondamental,célibataire,Urbain,Groupe 5,16,Voiture,L’Oriental,CDI,arab,13595.0,60,22000.0,X123
14970,57,Femme,sans niveau,célibataire,Rural,Groupe 5,48,Voiture,Dakhla-Oued Ed-Dahab,CDI,amazigh,18141.0,114,29000.0,Y456
7391,61,Femme,sans niveau,marié,Urbain,Groupe 5,21,Terrain,Rabat-Salé-Kénitra,CDI,arab,15742.0,122,26000.0,Z789
34186,53,Homme,supérieur,marié,Rural,Groupe 5,10,Voiture,Tanger-Tétouan-Al Hoceïma,sans contrat,amazigh,12505.0,106,20000.0,X123
21568,60,Homme,fondamental,marié,Urbain,Groupe 5,8,Aucun,Béni Mellal-Khénifra,CDD,arab,13238.0,120,22000.0,Z789
35484,26,Homme,fondamental,marié,Urbain,Groupe 6,27,Voiture,Fès-Meknès,CDI,arab,12345.0,52,20000.0,Y456
15863,27,Homme,fondamental,marié,Urbain,Groupe 5,45,Logement,Casablanca-Settat,CDI,amazigh,20799.0,54,34000.0,Y456
25316,33,Femme,fondamental,célibataire,Urbain,Groupe 4,1,Terrain,Tanger-Tétouan-Al Hoceïma,CDD,amazigh,10558.0,66,17000.0,X123
32394,33,Femme,sans niveau,célibataire,Rural,Groupe 3,13,Aucun,Dakhla-Oued Ed-Dahab,CDI,arab,10494.0,66,17000.0,Y456
13165,22,Homme,supérieur,célibataire,Urbain,Groupe 4,16,Voiture,Casablanca-Settat,sans contrat,arab,24709.0,44,40000.0,W000
17383,41,Femme,fondamental,marié,Urbain,Groupe 6,49,Terrain,Souss-Massa,CDD,arab,14775.0,82,24000.0,X123
17737,48,Homme,secondaire,marié,Urbain,Groupe 6,41,Aucun,Fès-Meknès,CDI,arab,16399.0,96,27000.0,Y456
18422,25,Homme,fondamental,célibataire,Rural,Groupe 4,11,Voiture,Marrakech-Safi,CDD,arab,8884.0,50,14000.0,Y456
24655,47,Homme,supérieur,célibataire,Urbain,Groupe 2,33,Terrain,Marrakech-Safi,sans contrat,amazigh,58436.0,94,90000.0,X123
5285,42,Homme,secondaire,célibataire,Urbain,Groupe 4,41,Logement,L’Oriental,sans contrat,arab,31090.0,84,46000.0,W000
14376,69,Femme,secondaire,célibataire,Rural,Groupe 2,19,Voiture,Fès-Meknès,CDD,arab,24841.0,138,40000.0,Y456
14077,60,Femme,fondamental,marié,Urbain,Groupe 6,15,Logement,Béni Mellal-Khénifra,CDI,amazigh,10764.0,120,17000.0,Z789
13185,21,Femme,fondamental,célibataire,Rural,Groupe 4,37,Terrain,Marrakech-Safi,sans contrat,arab,14356.0,42,23000.0,Y456
205,54,Homme,supérieur,marié,Rural,Groupe 4,9,Voiture,Rabat-Salé-Kénitra,sans contrat,amazigh,14088.0,108,23000.0,Z789
8953,36,Femme,sans niveau,célibataire,Rural,Groupe 6,11,Terrain,Laâyoune-Sakia El Hamra,CDI,arab,5269.0,72,9000.0,X123
21962,18,Femme,secondaire,marié,Rural,Groupe 5,4,Aucun,Fès-Meknès,CDD,arab,6183.0,36,10000.0,W000
15707,39,Femme,fondamental,marié,Urbain,Groupe 5,35,Terrain,Guelmim-Oued Noun,sans contrat,amazigh,17371.0,78,28000.0,W000
28767,67,Femme,sans niveau,marié,Urbain,Groupe 4,35,Terrain,Dakhla-Oued Ed-Dahab,CDI,arab,21611.0,134,35000.0,Z789
27018,59,Femme,fondamental,célibataire,Rural,Groupe 1,41,Logement,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,45340.0,118,70000.0,W000
7363,54,Femme,fondamental,marié,Rural,Groupe 6,34,Logement,Guelmim-Oued Noun,CDI,arab,9519.0,108,15000.0,Y456
11036,49,Homme,sans niveau,célibataire,Urbain,Groupe 5,24,Logement,Fès-Meknès,CDI,arab,18729.0,98,30000.0,Y456
12294,57,Homme,secondaire,marié,Urbain,Groupe 5,44,Voiture,Fès-Meknès,CDD,amazigh,31205.0,114,46000.0,Z789
38862,35,Femme,supérieur,célibataire,Urbain,Groupe 2,41,Logement,Tanger-Tétouan-Al Hoceïma,CDI,arab,58093.0,70,89000.0,Z789
3142,36,Femme,sans niveau,célibataire,Urbain,Groupe 5,18,Terrain,Souss-Massa,CDD,arab,14331.0,72,23000.0,W000
34416,57,Femme,fondamental,marié,Urbain,Groupe 2,18,Aucun,Rabat-Salé-Kénitra,CDD,arab,33293.0,114,49000.0,W000
5805,51,Femme,sans niveau,célibataire,Rural,Groupe 6,21,Aucun,Souss-Massa,CDD,arab,6954.0,102,11000.0,X123
28236,36,Femme,secondaire,marié,Rural,Groupe 4,17,Logement,Casablanca-Settat,CDI,amazigh,11629.0,72,19000.0,Y456
8365,60,Homme,sans niveau,marié,Urbain,Groupe 6,32,Logement,Dakhla-Oued Ed-Dahab,CDD,amazigh,15470.0,120,25000.0,X123
36365,58,Femme,sans niveau,marié,Urbain,Groupe 5,14,Terrain,Dakhla-Oued Ed-Dahab,CDI,arab,15216.0,116,25000.0,X123
28620,23,Homme,fondamental,divorcé,Urbain,Groupe 6,25,Aucun,Fès-Meknès,sans contrat,arab,10427.0,46,17000.0,X123
5672,61,Homme,secondaire,marié,Urbain,Groupe 6,30,Voiture,Drâa-Tafilalet,sans contrat,amazigh,16660.0,122,27000.0,W000
29023,69,Homme,sans niveau,célibataire,Urbain,Groupe 4,48,Logement,Laâyoune-Sakia El Hamra,sans contrat,amazigh,30477.0,138,45000.0,W000
39547,55,Femme,sans niveau,veuf,Urbain,Groupe 2,12,Voiture,Dakhla-Oued Ed-Dahab,CDI,arab,37078.0,110,55000.0,W000
34077,43,Femme,secondaire,marié,Urbain,Groupe 5,43,Terrain,Tanger-Tétouan-Al Hoceïma,sans contrat,amazigh,22723.0,86,37000.0,W000
4502,61,Homme,sans niveau,marié,Urbain,Groupe 2,27,Logement,Casablanca-Settat,sans contrat,arab,43854.0,122,66000.0,Y456
28650,63,Homme,sans niveau,célibataire,Urbain,Groupe 2,22,Logement,Casablanca-Settat,CDI,arab,41315.0,126,62000.0,Y456
23316,28,Femme,fondamental,célibataire,Urbain,Groupe 5,15,Aucun,Laâyoune-Sakia El Hamra,CDD,amazigh,11606.0,56,19000.0,Z789
27718,69,Homme,sans niveau,célibataire,Rural,Groupe 1,24,Terrain,Laâyoune-Sakia El Hamra,CDD,arab,33977.0,138,52000.0,Z789
20400,30,Femme,sans niveau,marié,Rural,Groupe 3,35,Aucun,Guelmim-Oued Noun,sans contrat,arab,17108.0,60,28000.0,Z789
10062,55,Homme,fondamental,divorcé,Urbain,Groupe 2,2,Terrain,Guelmim-Oued Noun,CDD,arab,29013.0,110,42000.0,X123
19958,49,Femme,sans niveau,divorcé,Rural,Groupe 3,29,Aucun,Rabat-Salé-Kénitra,CDD,arab,16264.0,98,26000.0,Z789
5560,28,Homme,fondamental,marié,Urbain,Groupe 6,5,Logement,Guelmim-Oued Noun,CDI,arab,8084.0,56,13000.0,W000
22901,28,Homme,sans niveau,marié,Urbain,Groupe 2,42,Terrain,Casablanca-Settat,CDI,arab,46391.0,56,70000.0,W000
10505,40,Homme,secondaire,marié,Rural,Groupe 6,46,Aucun,Tanger-Tétouan-Al Hoceïma,CDI,arab,11609.0,80,19000.0,X123
5099,60,Femme,secondaire,célibataire,Rural,Groupe 2,43,Aucun,Souss-Massa,sans contrat,arab,36108.0,120,55000.0,Y456
37230,21,Homme,fondamental,célibataire,Urbain,Groupe 4,39,Terrain,L’Oriental,CDD,arab,21138.0,42,34000.0,W000
13727,24,Femme,sans niveau,veuf,Urbain,Groupe 5,16,Voiture,Dakhla-Oued Ed-Dahab,sans contrat,amazigh,14665.0,48,24000.0,X123
34445,24,Femme,fondamental,marié,Rural,Groupe 2,34,Logement,Fès-Meknès,CDI,arab,26676.0,48,43000.0,X123
23218,47,Femme,sans niveau,marié,Urbain,Groupe 3,46,Logement,Rabat-Salé-Kénitra,CDD,arab,35268.0,94,52000.0,Z789
30903,34,Homme,fondamental,marié,Urbain,Groupe 6,49,Aucun,Tanger-Tétouan-Al Hoceïma,CDD,arab,14340.0,68,23000.0,Z789
20508,35,Homme,fondamental,veuf,Urbain,Groupe 2,27,Terrain,Fès-Meknès,CDD,arab,37680.0,70,56000.0,W000
12189,50,Femme,fondamental,veuf,Urbain,Groupe 5,18,Aucun,Marrakech-Safi,CDI,arab,13648.0,100,22000.0,Y456
9142,64,Femme,supérieur,célibataire,Urbain,Groupe 6,25,Logement,Drâa-Tafilalet,sans contrat,arab,16569.0,128,27000.0,Y456
23738,32,Femme,fondamental,marié,Urbain,Groupe 5,41,Terrain,Casablanca-Settat,CDD,arab,18215.0,64,30000.0,X123
39358,32,Femme,secondaire,marié,Urbain,Groupe 4,7,Logement,L’Oriental,CDI,arab,16166.0,64,26000.0,X123
24953,65,Femme,fondamental,marié,Rural,Groupe 4,20,Terrain,Laâyoune-Sakia El Hamra,CDI,amazigh,10559.0,130,17000.0,W000
22933,43,Homme,sans niveau,marié,Urbain,Groupe 5,30,Terrain,Casablanca-Settat,CDI,arab,18698.0,86,30000.0,W000
29708,53,Femme,sans niveau,marié,Urbain,Groupe 2,47,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab,53008.0,106,81000.0,X123
21229,19,Femme,sans niveau,célibataire,Urbain,Groupe 4,36,Aucun,Dakhla-Oued Ed-Dahab,CDD,arab,19499.0,38,32000.0,Y456
9995,41,Femme,sans niveau,marié,Rural,Groupe 2,44,Logement,Drâa-Tafilalet,sans contrat,arab,35759.0,82,55000.0,W000
26770,67,Femme,fondamental,marié,Rural,Groupe 6,39,Terrain,Casablanca-Settat,sans contrat,amazigh,9670.0,134,16000.0,Y456
17386,68,Homme,sans niveau,marié,Rural,Groupe 2,32,Voiture,Dakhla-Oued Ed-Dahab,sans contrat,arab,32515.0,136,50000.0,Z789
12827,49,Homme,secondaire,célibataire,Urbain,Groupe 2,15,Aucun,Dakhla-Oued Ed-Dahab,CDD,arab,40411.0,98,61000.0,X123
28042,33,Homme,secondaire,marié,Urbain,Groupe 1,24,Terrain,Tanger-Tétouan-Al Hoceïma,CDD,arab,56281.0,66,87000.0,Z789
30359,68,Homme,fondamental,marié,Rural,Groupe 3,42,Voiture,Marrakech-Safi,CDI,amazigh,22982.0,136,37000.0,X123
1318,24,Femme,fondamental,célibataire,Urbain,Groupe 6,28,Logement,Souss-Massa,sans contrat,arab,11320.0,48,18000.0,Y456
25336,48,Homme,supérieur,marié,Urbain,Groupe 5,12,Aucun,Casablanca-Settat,CDI,arab,20241.0,96,33000.0,Y456
19726,50,Homme,fondamental,célibataire,Rural,Groupe 6,23,Voiture,Drâa-Tafilalet,sans contrat,arab,8278.0,100,13000.0,Z789
10444,28,Femme,secondaire,marié,Urbain,Groupe 5,21,Voiture,Souss-Massa,CDI,arab,18044.0,56,29000.0,W000
19510,61,Femme,fondamental,marié,Urbain,Groupe 5,48,Voiture,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,22728.0,122,37000.0,W000
13941,64,Homme,sans niveau,marié,Urbain,Groupe 1,22,Terrain,Guelmim-Oued Noun,CDD,arab,51765.0,128,79000.0,Y456
26232,22,Femme,sans niveau,marié,Urbain,Groupe 2,43,Voiture,L’Oriental,CDI,amazigh,48762.0,44,74000.0,Z789
2425,65,Femme,secondaire,célibataire,Rural,Groupe 1,22,Logement,Laâyoune-Sakia El Hamra,sans contrat,arab,35713.0,130,55000.0,X123
2132,49,Femme,sans niveau,marié,Rural,Groupe 4,10,Aucun,Laâyoune-Sakia El Hamra,CDI,arab,8333.0,98,14000.0,X123
26902,49,Femme,sans niveau,veuf,Urbain,Groupe 5,3,Terrain,Laâyoune-Sakia El Hamra,CDD,arab,11995.0,98,19000.0,X123
35951,33,Homme,fondamental,célibataire,Urbain,Groupe 4,49,Terrain,Béni Mellal-Khénifra,sans contrat,arab,24000.0,66,39000.0,Z789
21380,69,Homme,fondamental,marié,Rural,Groupe 4,42,Aucun,Drâa-Tafilalet,sans contrat,arab,15987.0,138,26000.0,W000
1888,47,Homme,supérieur,marié,Rural,Groupe 2,41,Logement,Marrakech-Safi,CDI,arab,42514.0,94,66000.0,Y456
38131,62,Femme,fondamental,marié,Urbain,Groupe 3,14,Voiture,Béni Mellal-Khénifra,CDD,arab,20433.0,124,33000.0,W000
38234,64,Femme,fondamental,marié,Urbain,Groupe 6,40,Logement,Dakhla-Oued Ed-Dahab,sans contrat,arab,14174.0,128,23000.0,X123
25368,36,Femme,sans niveau,célibataire,Rural,Groupe 2,8,Voiture,Rabat-Salé-Kénitra,CDD,arab,15722.0,72,26000.0,Y456
10712,69,Homme,sans niveau,célibataire,Rural,Groupe 4,35,Voiture,Dakhla-Oued Ed-Dahab,CDI,arab,17124.0,138,28000.0,W000
13809,63,Femme,secondaire,divorcé,Urbain,Groupe 5,21,Logement,Casablanca-Settat,CDI,arab,18795.0,126,31000.0,W000
31733,33,Homme,fondamental,veuf,Urbain,Groupe 3,8,Voiture,Fès-Meknès,CDI,arab,18343.0,66,30000.0,Y456
33969,24,Femme,fondamental,marié,Urbain,Groupe 2,49,Aucun,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,43570.0,48,66000.0,Y456
15213,55,Homme,fondamental,marié,Urbain,Groupe 1,34,Voiture,Béni Mellal-Khénifra,CDI,arab,63644.0,110,99000.0,Y456
31266,51,Femme,sans niveau,marié,Urbain,Groupe 6,1,Logement,Casablanca-Settat,sans contrat,arab,8759.0,102,14000.0,Z789
18998,44,Homme,sans niveau,marié,Rural,Groupe 2,39,Aucun,Rabat-Salé-Kénitra,CDD,arab,31679.0,88,48000.0,Y456
7013,45,Femme,sans niveau,célibataire,Urbain,Groupe 5,3,Terrain,Drâa-Tafilalet,CDD,arab,11670.0,90,19000.0,Y456
34834,63,Homme,sans niveau,marié,Rural,Groupe 5,11,Aucun,L’Oriental,CDD,arab,7858.0,126,13000.0,Z789
33939,58,Homme,sans niveau,divorcé,Urbain,Groupe 4,28,Aucun,Béni Mellal-Khénifra,sans contrat,arab,21321.0,116,35000.0,Y456
16546,46,Homme,secondaire,célibataire,Urbain,Groupe 2,16,Terrain,Guelmim-Oued Noun,CDD,arab,42076.0,92,63000.0,X123
16872,52,Homme,sans niveau,célibataire,Urbain,Groupe 2,26,Logement,Guelmim-Oued Noun,sans contrat,arab,44754.0,104,68000.0,Z789
6011,59,Homme,secondaire,célibataire,Urbain,Groupe 4,8,Terrain,Fès-Meknès,CDI,arab,20368.0,118,33000.0,Z789
14156,42,Femme,supérieur,célibataire,Urbain,Groupe 3,9,Terrain,Marrakech-Safi,sans contrat,arab,28937.0,84,42000.0,W000
16659,28,Femme,sans niveau,marié,Urbain,Groupe 5,37,Voiture,Rabat-Salé-Kénitra,CDI,arab,19868.0,56,32000.0,X123
14809,57,Femme,fondamental,marié,Urbain,Groupe 6,33,Logement,Casablanca-Settat,sans contrat,arab,13647.0,114,22000.0,Z789
38252,26,Femme,fondamental,marié,Rural,Groupe 6,44,Logement,Casablanca-Settat,CDD,amazigh,10585.0,52,17000.0,Y456
31885,46,Femme,secondaire,célibataire,Rural,Groupe 5,38,Voiture,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,16352.0,92,27000.0,Y456
31390,51,Homme,sans niveau,marié,Rural,Groupe 5,17,Terrain,Dakhla-Oued Ed-Dahab,sans contrat,arab,9864.0,102,16000.0,Y456
504,39,Homme,secondaire,célibataire,Urbain,Groupe 2,10,Aucun,Rabat-Salé-Kénitra,CDD,arab,35910.0,78,53000.0,X123
15975,40,Homme,secondaire,marié,Rural,Groupe 2,31,Logement,Souss-Massa,CDI,arab,32692.0,80,50000.0,X123
36818,49,Homme,sans niveau,célibataire,Urbain,Groupe 3,34,Terrain,Casablanca-Settat,CDI,amazigh,31773.0,98,47000.0,Y456
15742,63,Femme,fondamental,célibataire,Urbain,Groupe 2,17,Terrain,Laâyoune-Sakia El Hamra,CDI,arab,32439.0,126,48000.0,X123
7560,35,Femme,secondaire,célibataire,Urbain,Groupe 3,35,Voiture,Laâyoune-Sakia El Hamra,CDI,arab,34497.0,70,51000.0,W000
7474,25,Homme,secondaire,célibataire,Rural,Groupe 5,2,Terrain,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,6598.0,50,11000.0,Y456
25897,29,Homme,fondamental,marié,Urbain,Groupe 6,10,Voiture,Béni Mellal-Khénifra,CDD,arab,9336.0,58,15000.0,Y456
31001,33,Femme,fondamental,marié,Urbain,Groupe 2,35,Aucun,Drâa-Tafilalet,CDI,arab,37554.0,66,56000.0,Z789
33249,48,Homme,fondamental,veuf,Urbain,Groupe 4,33,Terrain,Rabat-Salé-Kénitra,CDI,amazigh,21244.0,96,35000.0,Z789
13362,46,Femme,supérieur,marié,Urbain,Groupe 2,48,Aucun,Guelmim-Oued Noun,CDD,amazigh,59058.0,92,91000.0,W000
17848,40,Homme,sans niveau,marié,Urbain,Groupe 2,39,Logement,Dakhla-Oued Ed-Dahab,sans contrat,amazigh,48944.0,80,75000.0,Y456
25744,68,Homme,fondamental,marié,Rural,Groupe 4,13,Voiture,L’Oriental,CDI,arab,10172.0,136,17000.0,Y456
33361,47,Homme,secondaire,marié,Urbain,Groupe 6,49,Terrain,Rabat-Salé-Kénitra,CDI,arab,18435.0,94,30000.0,Z789
6212,52,Homme,sans niveau,célibataire,Rural,Groupe 5,46,Terrain,Marrakech-Safi,sans contrat,arab,16468.0,104,27000.0,X123
8406,22,Homme,fondamental,marié,Urbain,Groupe 6,45,Aucun,Souss-Massa,sans contrat,arab,13506.0,44,22000.0,Y456
2949,32,Homme,sans niveau,marié,Urbain,Groupe 3,49,Terrain,Casablanca-Settat,CDD,arab,34446.0,64,51000.0,W000
28737,43,Homme,sans niveau,marié,Urbain,Groupe 1,13,Aucun,Rabat-Salé-Kénitra,sans contrat,amazigh,43414.0,86,66000.0,Z789
25203,36,Femme,secondaire,marié,Urbain,Groupe 5,10,Terrain,L’Oriental,sans contrat,amazigh,14572.0,72,24000.0,W000
28791,54,Femme,fondamental,célibataire,Rural,Groupe 4,39,Logement,Rabat-Salé-Kénitra,CDI,arab,16585.0,108,27000.0,X123
39413,62,Femme,supérieur,célibataire,Urbain,Groupe 2,39,Terrain,Fès-Meknès,CDI,arab,57236.0,124,88000.0,Z789
5017,67,Femme,fondamental,célibataire,Rural,Groupe 4,45,Voiture,Guelmim-Oued Noun,CDD,arab,18644.0,134,30000.0,Z789
18525,62,Homme,fondamental,marié,Urbain,Groupe 5,42,Aucun,Béni Mellal-Khénifra,sans contrat,arab,19413.0,124,32000.0,W000
8301,65,Femme,sans niveau,célibataire,Rural,Groupe 5,29,Logement,Dakhla-Oued Ed-Dahab,sans contrat,arab,12361.0,130,20000.0,W000
25202,32,Homme,secondaire,marié,Urbain,Groupe 5,12,Terrain,Dakhla-Oued Ed-Dahab,CDD,arab,15826.0,64,26000.0,Z789
29541,32,Homme,sans niveau,marié,Rural,Groupe 6,46,Terrain,Guelmim-Oued Noun,sans contrat,arab,11153.0,64,18000.0,Y456
5339,20,Femme,fondamental,marié,Urbain,Groupe 4,11,Terrain,Rabat-Salé-Kénitra,sans contrat,arab,12893.0,40,21000.0,W000
6387,24,Homme,fondamental,célibataire,Rural,Groupe 4,47,Logement,Drâa-Tafilalet,CDD,arab,18250.0,48,30000.0,Z789
2100,25,Homme,sans niveau,célibataire,Rural,Groupe 6,24,Voiture,Casablanca-Settat,CDI,arab,8255.0,50,13000.0,Z789
39597,37,Homme,secondaire,célibataire,Rural,Groupe 2,9,Aucun,L’Oriental,CDD,arab,17430.0,74,28000.0,Y456
35207,50,Homme,supérieur,veuf,Urbain,Groupe 6,26,Aucun,Rabat-Salé-Kénitra,CDI,amazigh,16795.0,100,27000.0,Z789
15273,43,Homme,secondaire,célibataire,Rural,Groupe 6,27,Logement,Béni Mellal-Khénifra,CDD,arab,9668.0,86,16000.0,W000
2707,59,Homme,secondaire,marié,Urbain,Groupe 6,46,Aucun,Béni Mellal-Khénifra,sans contrat,arab,17973.0,118,29000.0,Y456
15972,39,Femme,sans niveau,marié,Rural,Groupe 1,7,Voiture,Tanger-Tétouan-Al Hoceïma,CDD,arab,20619.0,78,33000.0,Y456
11867,38,Femme,secondaire,divorcé,Urbain,Groupe 4,26,Logement,Guelmim-Oued Noun,CDI,amazigh,22015.0,76,36000.0,X123
19672,41,Homme,sans niveau,marié,Rural,Groupe 4,6,Voiture,Casablanca-Settat,CDD,arab,8697.0,82,14000.0,X123
28529,53,Homme,fondamental,marié,Rural,Groupe 3,9,Voiture,Guelmim-Oued Noun,CDI,arab,11781.0,106,19000.0,Z789
25848,41,Homme,sans niveau,marié,Urbain,Groupe 3,41,Logement,Marrakech-Safi,sans contrat,arab,34441.0,82,51000.0,Z789
30505,44,Femme,secondaire,marié,Rural,Groupe 5,25,Terrain,Drâa-Tafilalet,CDD,amazigh,11895.0,88,19000.0,X123
8106,59,Homme,fondamental,célibataire,Rural,Groupe 4,15,Logement,Fès-Meknès,CDD,arab,10916.0,118,18000.0,Z789
10526,56,Homme,supérieur,célibataire,Urbain,Groupe 5,3,Voiture,Marrakech-Safi,CDD,amazigh,22224.0,112,36000.0,X123
39377,68,Homme,fondamental,marié,Urbain,Groupe 5,7,Voiture,Drâa-Tafilalet,CDI,arab,13652.0,136,22000.0,W000
23410,19,Femme,fondamental,célibataire,Urbain,Groupe 4,13,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab,14049.0,38,23000.0,X123
13736,27,Homme,fondamental,marié,Rural,Groupe 3,15,Voiture,L’Oriental,CDI,arab,12522.0,54,20000.0,X123
5983,45,Femme,sans niveau,marié,Urbain,Groupe 1,10,Voiture,Tanger-Tétouan-Al Hoceïma,CDI,arab,44474.0,90,67000.0,Z789
32802,27,Femme,fondamental,marié,Urbain,Groupe 4,44,Aucun,Laâyoune-Sakia El Hamra,CDI,arab,20406.0,54,33000.0,W000
13568,53,Femme,fondamental,marié,Urbain,Groupe 5,44,Terrain,Béni Mellal-Khénifra,CDD,arab,20433.0,106,33000.0,Z789
39376,31,Homme,fondamental,marié,Rural,Groupe 6,26,Aucun,Fès-Meknès,CDI,arab,7163.0,62,12000.0,Y456
17990,32,Femme,fondamental,marié,Urbain,Groupe 3,0,Terrain,Drâa-Tafilalet,CDI,amazigh,12770.0,64,21000.0,Z789
27798,69,Homme,fondamental,célibataire,Urbain,Groupe 4,11,Aucun,Rabat-Salé-Kénitra,sans contrat,amazigh,14552.0,138,24000.0,W000
12305,64,Homme,sans niveau,marié,Urbain,Groupe 4,23,Voiture,Rabat-Salé-Kénitra,CDI,arab,21646.0,128,35000.0,Y456
27946,29,Homme,secondaire,marié,Rural,Groupe 4,27,Terrain,Béni Mellal-Khénifra,CDI,arab,14006.0,58,23000.0,X123
31331,34,Homme,secondaire,célibataire,Urbain,Groupe 2,0,Logement,Tanger-Tétouan-Al Hoceïma,CDI,arab,32915.0,68,49000.0,X123
